class_date,course_type,level_category,language,predicted_q,final_q
2017-11-17 20:30:00.000,Private,Intermediate,Spanish,1.196,1
2017-11-17 20:30:00.000,Live,High Beginner,Portuguese,3.1339,3
2017-11-17 20:30:00.000,Live,High Beginner,Spanish,28.1244,28
2017-11-17 20:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-17 20:30:00.000,Live,True Beginner,Spanish,21.7641,22
2017-11-17 20:30:00.000,Live,Intermediate,Spanish,11.9463,12
2017-11-17 21:00:00.000,Live,Intermediate,Portuguese,1.2398,1
2017-11-17 21:00:00.000,Live,High Beginner,Spanish,26.0552,26
2017-11-17 21:00:00.000,Live,True Beginner,Portuguese,1.9741,2
2017-11-17 21:00:00.000,Private,True Beginner,Spanish,2.2697,2
2017-11-17 21:00:00.000,Live,True Beginner,Spanish,24.9502,25
2017-11-17 21:00:00.000,Live,High Beginner,Portuguese,3.309,3
2017-11-17 21:00:00.000,Private,Intermediate,Spanish,0.0427,0
2017-11-17 21:00:00.000,Private,High Beginner,Spanish,3.3164,3
2017-11-17 21:00:00.000,Private,True Beginner,Portuguese,0.57,1
2017-11-17 21:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-17 21:00:00.000,Live,Intermediate,Spanish,11.0559,11
2017-11-17 21:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-17 21:30:00.000,Private,True Beginner,Portuguese,0.57,1
2017-11-17 21:30:00.000,Live,Intermediate,Portuguese,0.6376,1
2017-11-17 21:30:00.000,Live,High Beginner,Spanish,29.4272,29
2017-11-17 21:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-17 21:30:00.000,Live,Intermediate,Spanish,12.4353,12
2017-11-17 21:30:00.000,Private,High Beginner,Spanish,3.2033,3
2017-11-17 21:30:00.000,Private,High Beginner,Portuguese,0.5766,1
2017-11-17 21:30:00.000,Live,True Beginner,Portuguese,2.1858,2
2017-11-17 21:30:00.000,Live,True Beginner,Spanish,23.9793,24
2017-11-17 21:30:00.000,Private,Intermediate,Spanish,0.6084,1
2017-11-17 21:30:00.000,Private,True Beginner,Spanish,2.496,2
2017-11-17 21:30:00.000,Live,High Beginner,Portuguese,2.4186,2
2017-11-17 22:00:00.000,Live,True Beginner,Portuguese,2.2989,2
2017-11-17 22:00:00.000,Private,Intermediate,Spanish,1.0828,1
2017-11-17 22:00:00.000,Live,Intermediate,Spanish,12.647,13
2017-11-17 22:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-17 22:00:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-17 22:00:00.000,Private,True Beginner,Spanish,3.3098,3
2017-11-17 22:00:00.000,Live,Intermediate,Portuguese,0.5244,1
2017-11-17 22:00:00.000,Private,High Beginner,Portuguese,0.6897,1
2017-11-17 22:00:00.000,Live,High Beginner,Portuguese,2.6449,3
2017-11-17 22:00:00.000,Live,High Beginner,Spanish,31.2739,31
2017-11-17 22:00:00.000,Live,True Beginner,Spanish,25.961,26
2017-11-17 22:00:00.000,Private,High Beginner,Spanish,4.1302,4
2017-11-17 22:30:00.000,Private,True Beginner,Spanish,2.7442,3
2017-11-17 22:30:00.000,Live,True Beginner,Spanish,24.483,24
2017-11-17 22:30:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-17 22:30:00.000,Live,Intermediate,Spanish,11.585,12
2017-11-17 22:30:00.000,Live,Intermediate,Portuguese,0.5244,1
2017-11-17 22:30:00.000,Live,True Beginner,Portuguese,1.4851,1
2017-11-17 22:30:00.000,Live,High Beginner,Spanish,29.6316,30
2017-11-17 22:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-17 22:30:00.000,Live,High Beginner,Portuguese,2.3055,2
2017-11-17 22:30:00.000,Private,High Beginner,Portuguese,0.5766,1
2017-11-17 22:30:00.000,Private,Intermediate,Spanish,0.1559,0
2017-11-17 22:30:00.000,Private,High Beginner,Spanish,3.9806,4
2017-11-17 23:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-17 23:00:00.000,Live,True Beginner,Spanish,22.6145,23
2017-11-17 23:00:00.000,Private,Intermediate,Spanish,0.1559,0
2017-11-17 23:00:00.000,Private,High Beginner,Spanish,2.977,3
2017-11-17 23:00:00.000,Live,High Beginner,Spanish,25.5697,26
2017-11-17 23:00:00.000,Live,High Beginner,Portuguese,1.7179,2
2017-11-17 23:00:00.000,Live,Intermediate,Portuguese,0.0865,0
2017-11-17 23:00:00.000,Private,True Beginner,Spanish,2.631,3
2017-11-17 23:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-17 23:00:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-17 23:00:00.000,Live,Intermediate,Spanish,11.0193,11
2017-11-17 23:00:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-17 23:30:00.000,Live,Intermediate,Spanish,7.1217,7
2017-11-17 23:30:00.000,Live,True Beginner,Spanish,18.7716,19
2017-11-17 23:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-17 23:30:00.000,Private,True Beginner,Spanish,2.8208,3
2017-11-17 23:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-17 23:30:00.000,Live,True Beginner,Portuguese,0.6713,1
2017-11-17 23:30:00.000,Live,High Beginner,Spanish,18.0008,18
2017-11-17 23:30:00.000,Private,High Beginner,Spanish,2.05,2
2017-11-17 23:30:00.000,Live,High Beginner,Portuguese,0.6778,1
2017-11-17 23:30:00.000,Private,Intermediate,Spanish,0.0427,0
2017-11-17 23:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-17 23:30:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 00:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 00:00:00.000,Private,True Beginner,Spanish,2.0435,2
2017-11-18 00:00:00.000,Private,Intermediate,Spanish,0.0427,0
2017-11-18 00:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 00:00:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 00:00:00.000,Live,Intermediate,Spanish,6.1583,6
2017-11-18 00:00:00.000,Live,True Beginner,Spanish,13.6843,14
2017-11-18 00:00:00.000,Live,High Beginner,Portuguese,0.6778,1
2017-11-18 00:00:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 00:00:00.000,Live,High Beginner,Spanish,14.4061,14
2017-11-18 00:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 00:00:00.000,Private,High Beginner,Spanish,1.8384,2
2017-11-18 00:30:00.000,Private,High Beginner,Spanish,1.9369,2
2017-11-18 00:30:00.000,Live,High Beginner,Portuguese,0.5647,1
2017-11-18 00:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 00:30:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 00:30:00.000,Private,True Beginner,Spanish,1.1165,1
2017-11-18 00:30:00.000,Live,High Beginner,Spanish,9.2057,9
2017-11-18 00:30:00.000,Live,True Beginner,Spanish,9.2356,9
2017-11-18 00:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 00:30:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 00:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 00:30:00.000,Live,Intermediate,Spanish,4.4941,4
2017-11-18 00:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 01:00:00.000,Private,High Beginner,Spanish,0.7837,1
2017-11-18 01:00:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 01:00:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 01:00:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 01:00:00.000,Live,High Beginner,Spanish,7.2751,7
2017-11-18 01:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 01:00:00.000,Live,High Beginner,Portuguese,0.5647,1
2017-11-18 01:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 01:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 01:00:00.000,Live,True Beginner,Spanish,6.4401,6
2017-11-18 01:00:00.000,Live,Intermediate,Spanish,1.2352,1
2017-11-18 01:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 01:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 01:30:00.000,Live,High Beginner,Portuguese,0.5647,1
2017-11-18 01:30:00.000,Live,True Beginner,Spanish,4.0352,4
2017-11-18 01:30:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 01:30:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 01:30:00.000,Live,High Beginner,Spanish,5.0453,5
2017-11-18 01:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 01:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 01:30:00.000,Private,High Beginner,Spanish,0.7837,1
2017-11-18 01:30:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 01:30:00.000,Live,Intermediate,Spanish,1.8848,2
2017-11-18 01:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 02:00:00.000,Live,True Beginner,Spanish,2.1812,2
2017-11-18 02:00:00.000,Private,True Beginner,Spanish,0.8902,1
2017-11-18 02:00:00.000,Private,High Beginner,Spanish,0.7837,1
2017-11-18 02:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 02:00:00.000,Live,Intermediate,Spanish,1.2206,1
2017-11-18 02:00:00.000,Live,High Beginner,Portuguese,0.5647,1
2017-11-18 02:00:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 02:00:00.000,Live,High Beginner,Spanish,3.1148,3
2017-11-18 02:00:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 02:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 02:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 02:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 02:30:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 02:30:00.000,Live,High Beginner,Spanish,1.9615,2
2017-11-18 02:30:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 02:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 02:30:00.000,Private,True Beginner,Spanish,0.8902,1
2017-11-18 02:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 02:30:00.000,Live,High Beginner,Portuguese,0.6778,1
2017-11-18 02:30:00.000,Live,True Beginner,Spanish,1.9185,2
2017-11-18 02:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 02:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 02:30:00.000,Private,High Beginner,Spanish,0.7837,1
2017-11-18 02:30:00.000,Live,Intermediate,Spanish,0.8447,1
2017-11-18 03:00:00.000,Live,Intermediate,Spanish,0.5819,1
2017-11-18 03:00:00.000,Private,High Beginner,Spanish,0.7837,1
2017-11-18 03:00:00.000,Live,High Beginner,Portuguese,0.5647,1
2017-11-18 03:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 03:00:00.000,Live,True Beginner,Portuguese,0.6713,1
2017-11-18 03:00:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 03:00:00.000,Live,True Beginner,Spanish,1.8053,2
2017-11-18 03:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 03:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 03:00:00.000,Live,High Beginner,Spanish,1.8119,2
2017-11-18 03:00:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 03:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 03:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 03:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 03:30:00.000,Live,High Beginner,Spanish,1.374,1
2017-11-18 03:30:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 03:30:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 03:30:00.000,Live,Intermediate,Spanish,0.0308,0
2017-11-18 03:30:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 03:30:00.000,Live,High Beginner,Portuguese,0.5647,1
2017-11-18 03:30:00.000,Live,True Beginner,Spanish,0.9915,1
2017-11-18 03:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 03:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 03:30:00.000,Private,High Beginner,Spanish,0.7837,1
2017-11-18 04:00:00.000,Private,High Beginner,Spanish,0.7837,1
2017-11-18 04:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 04:00:00.000,Live,High Beginner,Portuguese,0.5647,1
2017-11-18 04:00:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 04:00:00.000,Live,High Beginner,Spanish,1.6987,2
2017-11-18 04:00:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 04:00:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 04:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 04:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 04:00:00.000,Live,Intermediate,Spanish,1.0709,1
2017-11-18 04:00:00.000,Live,True Beginner,Spanish,0.8784,1
2017-11-18 04:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 04:30:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 04:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 04:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 04:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 04:30:00.000,Live,True Beginner,Spanish,0.8784,1
2017-11-18 04:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 04:30:00.000,Private,High Beginner,Spanish,0.7837,1
2017-11-18 04:30:00.000,Live,High Beginner,Portuguese,0.7909,1
2017-11-18 04:30:00.000,Live,Intermediate,Spanish,0.3702,0
2017-11-18 04:30:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 04:30:00.000,Live,High Beginner,Spanish,0.998,1
2017-11-18 04:30:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 05:00:00.000,Live,High Beginner,Spanish,1.8119,2
2017-11-18 05:00:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 05:00:00.000,Private,True Beginner,Portuguese,0.57,1
2017-11-18 05:00:00.000,Live,High Beginner,Portuguese,0.6778,1
2017-11-18 05:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 05:00:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 05:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 05:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 05:00:00.000,Live,Intermediate,Spanish,0.9578,1
2017-11-18 05:00:00.000,Private,High Beginner,Spanish,0.7837,1
2017-11-18 05:00:00.000,Live,True Beginner,Spanish,0.8784,1
2017-11-18 05:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 05:30:00.000,Live,High Beginner,Portuguese,0.5647,1
2017-11-18 05:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 05:30:00.000,Private,High Beginner,Portuguese,0.5765,1
2017-11-18 05:30:00.000,Live,High Beginner,Spanish,1.2243,1
2017-11-18 05:30:00.000,Private,High Beginner,Spanish,0.8968,1
2017-11-18 05:30:00.000,Live,True Beginner,Portuguese,0.6712,1
2017-11-18 05:30:00.000,Live,Intermediate,Portuguese,0.2616,0
2017-11-18 05:30:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 05:30:00.000,Private,Intermediate,Spanish,0.0427,0
2017-11-18 05:30:00.000,Live,True Beginner,Spanish,1.2178,1
2017-11-18 05:30:00.000,Live,Intermediate,Spanish,0.9578,1
2017-11-18 05:30:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 06:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 06:00:00.000,Live,High Beginner,Spanish,1.925,2
2017-11-18 06:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 06:00:00.000,Live,True Beginner,Spanish,2.4695,2
2017-11-18 06:00:00.000,Live,Intermediate,Spanish,2.7752,3
2017-11-18 06:00:00.000,Live,High Beginner,Portuguese,0.6778,1
2017-11-18 06:00:00.000,Private,Intermediate,Spanish,0.0427,0
2017-11-18 06:00:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 06:00:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 06:00:00.000,Private,High Beginner,Spanish,0.8968,1
2017-11-18 06:00:00.000,Private,True Beginner,Spanish,0.8902,1
2017-11-18 06:00:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 06:30:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 06:30:00.000,Live,Intermediate,Spanish,1.8847,2
2017-11-18 06:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 06:30:00.000,Live,High Beginner,Portuguese,1.1157,1
2017-11-18 06:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 06:30:00.000,Private,True Beginner,Portuguese,0.4569,0
2017-11-18 06:30:00.000,Private,High Beginner,Spanish,0.7836,1
2017-11-18 06:30:00.000,Live,High Beginner,Spanish,2.7388,3
2017-11-18 06:30:00.000,Live,Intermediate,Portuguese,0,0
2017-11-18 06:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 06:30:00.000,Live,True Beginner,Spanish,2.0316,2
2017-11-18 06:30:00.000,Live,True Beginner,Portuguese,0.6712,1
2017-11-18 07:00:00.000,Private,True Beginner,Portuguese,0.4568,0
2017-11-18 07:00:00.000,Live,True Beginner,Spanish,2.8454,3
2017-11-18 07:00:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 07:00:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 07:00:00.000,Live,High Beginner,Portuguese,1.4916,1
2017-11-18 07:00:00.000,Live,Intermediate,Portuguese,0.7507,1
2017-11-18 07:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 07:00:00.000,Private,High Beginner,Spanish,0.7836,1
2017-11-18 07:00:00.000,Live,True Beginner,Portuguese,0.7844,1
2017-11-18 07:00:00.000,Live,High Beginner,Spanish,3.6293,4
2017-11-18 07:00:00.000,Live,Intermediate,Spanish,3.6036,4
2017-11-18 07:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 07:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 07:30:00.000,Live,High Beginner,Spanish,4.9321,5
2017-11-18 07:30:00.000,Private,High Beginner,Spanish,0.8968,1
2017-11-18 07:30:00.000,Private,True Beginner,Portuguese,0.4568,0
2017-11-18 07:30:00.000,Live,High Beginner,Portuguese,1.3785,1
2017-11-18 07:30:00.000,Live,True Beginner,Spanish,3.3964,3
2017-11-18 07:30:00.000,Private,True Beginner,Spanish,0.8902,1
2017-11-18 07:30:00.000,Live,Intermediate,Portuguese,0.0865,0
2017-11-18 07:30:00.000,Live,Intermediate,Spanish,1.9979,2
2017-11-18 07:30:00.000,Private,Intermediate,Spanish,0,0
2017-11-18 07:30:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 07:30:00.000,Private,High Beginner,Portuguese,0.5765,1
2017-11-18 08:00:00.000,Private,High Beginner,Spanish,0.8968,1
2017-11-18 08:00:00.000,Live,Intermediate,Portuguese,0.7507,1
2017-11-18 08:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 08:00:00.000,Live,True Beginner,Spanish,4.338,4
2017-11-18 08:00:00.000,Live,True Beginner,Portuguese,0.5581,1
2017-11-18 08:00:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 08:00:00.000,Live,High Beginner,Spanish,5.1803,5
2017-11-18 08:00:00.000,Private,True Beginner,Portuguese,0.4568,0
2017-11-18 08:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 08:00:00.000,Live,Intermediate,Spanish,2.9248,3
2017-11-18 08:00:00.000,Private,Intermediate,Spanish,0.0427,0
2017-11-18 08:00:00.000,Live,High Beginner,Portuguese,1.6047,2
2017-11-18 08:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 08:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 08:30:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 08:30:00.000,Live,High Beginner,Spanish,8.0524,8
2017-11-18 08:30:00.000,Private,True Beginner,Portuguese,0.4568,0
2017-11-18 08:30:00.000,Live,High Beginner,Portuguese,2.6448,3
2017-11-18 08:30:00.000,Private,Intermediate,Spanish,0.3055,0
2017-11-18 08:30:00.000,Private,High Beginner,Spanish,1.2362,1
2017-11-18 08:30:00.000,Live,True Beginner,Spanish,4.8125,5
2017-11-18 08:30:00.000,Live,True Beginner,Portuguese,1.4851,1
2017-11-18 08:30:00.000,Live,Intermediate,Portuguese,0.6375,1
2017-11-18 08:30:00.000,Live,Intermediate,Spanish,3.3008,3
2017-11-18 09:00:00.000,Live,True Beginner,Portuguese,1.5982,2
2017-11-18 09:00:00.000,Live,True Beginner,Spanish,6.1153,6
2017-11-18 09:00:00.000,Private,High Beginner,Spanish,0.7836,1
2017-11-18 09:00:00.000,Private,True Beginner,Portuguese,0.4568,0
2017-11-18 09:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 09:00:00.000,Private,Intermediate,Spanish,0.0427,0
2017-11-18 09:00:00.000,Live,High Beginner,Portuguese,2.5682,3
2017-11-18 09:00:00.000,Live,High Beginner,Spanish,9.8698,10
2017-11-18 09:00:00.000,Live,Intermediate,Spanish,5.4794,5
2017-11-18 09:00:00.000,Private,High Beginner,Portuguese,0.5765,1
2017-11-18 09:00:00.000,Live,Intermediate,Portuguese,1.1266,1
2017-11-18 09:00:00.000,Private,True Beginner,Spanish,1.2296,1
2017-11-18 09:30:00.000,Live,True Beginner,Portuguese,1.7113,2
2017-11-18 09:30:00.000,Live,Intermediate,Spanish,5.4941,5
2017-11-18 09:30:00.000,Private,True Beginner,Spanish,0.8902,1
2017-11-18 09:30:00.000,Live,High Beginner,Spanish,10.3661,10
2017-11-18 09:30:00.000,Private,Intermediate,Spanish,0.0427,0
2017-11-18 09:30:00.000,Live,High Beginner,Portuguese,2.5317,3
2017-11-18 09:30:00.000,Live,True Beginner,Spanish,6.5532,7
2017-11-18 09:30:00.000,Private,True Beginner,Portuguese,0.57,1
2017-11-18 09:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 09:30:00.000,Private,High Beginner,Spanish,1.5609,2
2017-11-18 09:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 09:30:00.000,Live,Intermediate,Portuguese,1.4514,1
2017-11-18 10:00:00.000,Private,Intermediate,Spanish,0.269,0
2017-11-18 10:00:00.000,Live,Intermediate,Portuguese,1.6776,2
2017-11-18 10:00:00.000,Private,True Beginner,Spanish,0.7771,1
2017-11-18 10:00:00.000,Live,True Beginner,Portuguese,1.3719,1
2017-11-18 10:00:00.000,Live,Intermediate,Spanish,6.994,7
2017-11-18 10:00:00.000,Live,High Beginner,Spanish,11.1946,11
2017-11-18 10:00:00.000,Live,High Beginner,Portuguese,2.6448,3
2017-11-18 10:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 10:00:00.000,Private,High Beginner,Spanish,1.5975,2
2017-11-18 10:00:00.000,Private,True Beginner,Portuguese,0.4568,0
2017-11-18 10:00:00.000,Live,True Beginner,Spanish,7.7065,8
2017-11-18 10:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 10:30:00.000,Live,Intermediate,Spanish,7.348,7
2017-11-18 10:30:00.000,Live,True Beginner,Spanish,7.4948,7
2017-11-18 10:30:00.000,Live,High Beginner,Spanish,12.1362,12
2017-11-18 10:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 10:30:00.000,Live,True Beginner,Portuguese,1.4851,1
2017-11-18 10:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 10:30:00.000,Live,Intermediate,Portuguese,1.1266,1
2017-11-18 10:30:00.000,Private,High Beginner,Spanish,1.7106,2
2017-11-18 10:30:00.000,Private,True Beginner,Portuguese,0.57,1
2017-11-18 10:30:00.000,Private,True Beginner,Spanish,0.8902,1
2017-11-18 10:30:00.000,Private,Intermediate,Spanish,0.4186,0
2017-11-18 10:30:00.000,Live,High Beginner,Portuguese,2.4186,2
2017-11-18 11:00:00.000,Private,Intermediate,Spanish,0.269,0
2017-11-18 11:00:00.000,Private,True Beginner,Portuguese,0.4568,0
2017-11-18 11:00:00.000,Live,High Beginner,Portuguese,2.5317,3
2017-11-18 11:00:00.000,Private,True Beginner,Spanish,1.3281,1
2017-11-18 11:00:00.000,Live,High Beginner,Spanish,16.041,16
2017-11-18 11:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 11:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 11:00:00.000,Live,True Beginner,Spanish,9.221,9
2017-11-18 11:00:00.000,Live,Intermediate,Portuguese,0.7507,1
2017-11-18 11:00:00.000,Private,High Beginner,Spanish,2.5244,3
2017-11-18 11:00:00.000,Live,True Beginner,Portuguese,1.2223,1
2017-11-18 11:00:00.000,Live,Intermediate,Spanish,9.1873,9
2017-11-18 11:30:00.000,Live,High Beginner,Portuguese,2.0938,2
2017-11-18 11:30:00.000,Live,High Beginner,Spanish,14.6908,15
2017-11-18 11:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 11:30:00.000,Private,True Beginner,Portuguese,0.4568,0
2017-11-18 11:30:00.000,Live,True Beginner,Portuguese,1.7113,2
2017-11-18 11:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 11:30:00.000,Private,Intermediate,Spanish,0.0427,0
2017-11-18 11:30:00.000,Live,Intermediate,Spanish,8.1472,8
2017-11-18 11:30:00.000,Live,True Beginner,Spanish,9.9983,10
2017-11-18 11:30:00.000,Live,Intermediate,Portuguese,0.9769,1
2017-11-18 11:30:00.000,Private,True Beginner,Spanish,1.8172,2
2017-11-18 11:30:00.000,Private,High Beginner,Spanish,1.5975,2
2017-11-18 12:00:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 12:00:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 12:00:00.000,Private,True Beginner,Spanish,1.5909,2
2017-11-18 12:00:00.000,Live,Intermediate,Portuguese,0.5244,1
2017-11-18 12:00:00.000,Live,High Beginner,Spanish,15.5265,16
2017-11-18 12:00:00.000,Live,High Beginner,Portuguese,1.8675,2
2017-11-18 12:00:00.000,Private,True Beginner,Portuguese,0.4568,0
2017-11-18 12:00:00.000,Live,Intermediate,Spanish,9.3369,9
2017-11-18 12:00:00.000,Private,High Beginner,Spanish,2.3748,2
2017-11-18 12:00:00.000,Live,True Beginner,Portuguese,1.5982,2
2017-11-18 12:00:00.000,Live,True Beginner,Spanish,10.1479,10
2017-11-18 12:00:00.000,Private,Intermediate,Spanish,0.0427,0
2017-11-18 12:30:00.000,Live,True Beginner,Spanish,10.5092,11
2017-11-18 12:30:00.000,Live,Intermediate,Portuguese,0.7507,1
2017-11-18 12:30:00.000,Private,Intermediate,Portuguese,0,0
2017-11-18 12:30:00.000,Private,High Beginner,Spanish,2.1485,2
2017-11-18 12:30:00.000,Private,High Beginner,Portuguese,0.4634,0
2017-11-18 12:30:00.000,Live,True Beginner,Portuguese,1.5982,2
2017-11-18 12:30:00.000,Live,Intermediate,Spanish,9.0741,9
2017-11-18 12:30:00.000,Live,High Beginner,Portuguese,1.831,2
2017-11-18 12:30:00.000,Private,Intermediate,Spanish,0.5937,1
2017-11-18 12:30:00.000,Live,High Beginner,Spanish,15.5411,16
